name,taxid,preferred name,phylum,class,order,family,genus
Criblamydia sequanensis,340071, ,Chlamydiota,Chlamydiia,Parachlamydiales,Criblamydiaceae,Criblamydia
Ochrobactrum rhizosphaerae,571254,Brucella rhizosphaerae,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella
Bifidobacterium pullorum,78448, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium mongoliense,518643, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium actinocoloniiforme,638619, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium bohemicum,638617, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium saguini,762210, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium biavatii,762212, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium callitrichos,762209, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bifidobacterium reuteri,983706, ,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Castellaniella defragrans,75697, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella
Streptomyces scopuliridis,452529, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces exfoliatus,1905, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Mycobacterium aromaticivorans,318425,Mycolicibacterium aromaticivorans,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
Pseudomonas cichorii,36746, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Arcobacter cibarius,255507,Aliarcobacter cibarius,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter
Luteimonas huabeiensis,1244513, ,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Luteimonas
Sulfitobacter guttiformis,74349, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter
Sulfitobacter mediterraneus,83219, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter
Aquimarina macrocephali,666563, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina
Bacillus flexus,86664,Priestia flexa,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia
Paenibacillus ehimensis,79264, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
Lysobacter capsici,435897, ,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Lysobacter
Bacteroides reticulotermitis,1133319, ,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
Paracoccus yeei,147645, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus
Halomonas zincidurans,1178777,Modicisalibacter zincidurans,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Modicisalibacter
Tomitella biformata,630403, ,Actinomycetota,Actinomycetes,Mycobacteriales,na,Tomitella
Carnobacterium alterfunditum,28230, ,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
Carnobacterium divergens,2748, ,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
Carnobacterium funditum,2752, ,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
Carnobacterium gallinarum,2749, ,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
Carnobacterium mobile,2750, ,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
Carnobacterium pleistocenium,181073, ,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium
Helicobacter rodentium,59617, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
Kitasatospora azatica,58347, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora
Kitasatospora mediocidica,58352, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora
Roseivivax halodurans,93683, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseivivax
Roseivivax isoporae,591206, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseivivax
Streptacidiphilus oryzae,348818,Phaeacidiphilus oryzae,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Phaeacidiphilus
Streptomyces yeochonensis,89050,Actinacidiphila yeochonensis,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Actinacidiphila
Thermus tengchongensis,1214928, ,Deinococcota,Deinococci,Thermales,Thermaceae,Thermus
Kutzneria albida,43357, ,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Kutzneria
Flavobacterium succinicans,29536, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Chryseobacterium haifense,421525,Kaistella haifensis,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Kaistella
Corynebacterium falsenii,108486, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Candidatus Synechococcus, , ,na,na,na,na,na
Pseudoalteromonas lipolytica,570156, ,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
Flavobacterium aquatile,245, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Schleiferia thermophila,884107, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Schleiferiaceae,Schleiferia
Flavobacterium chungangense,554283, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Candidatus Accumulibacter,327159, ,Pseudomonadota,Betaproteobacteria,na,na,na
Pedobacter borealis,475254, ,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
Nonlabens marinus,930802, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens
Photobacterium phosphoreum,659, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
Actibacterium mucosum,1087332, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Actibacterium
Candidatus Magnetobacterium,40118, ,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Candidatus Magnetobacteriaceae,na
Acetobacter aceti,435, ,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter
Hylemonella gracilis,80880, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella
Candidatus Phaeomarinobacter,1541445, ,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae,na
Komagataeibacter intermedius,66229, ,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter
Amycolatopsis lurida,31959, ,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
Micromonospora parva,1464048, ,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora
Microbispora rosea,58117, ,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Microbispora
Streptomyces griseofuscus,146922, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
[Scytonema hofmanni],34078,Scytonema hofmannii,Cyanobacteriota,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema
Deinococcus phoenicis,1476583, ,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Tolypothrix bouteillei,1246981, ,Cyanobacteriota,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix
Zetaproteobacteria bacterium,2026807, ,Pseudomonadota,Zetaproteobacteria,na,na,na
Peptococcaceae bacterium,2052179, ,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,na
Neosynechococcus sphagnicola,1501145, ,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Neosynechococcaceae,Neosynechococcus
Legionella norrlandica,1498499, ,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
bacterium UASB14,1499966,Candidatus Moduliflexus flocculans,Candidatus Moduliflexota,Candidatus Moduliflexia,Candidatus Moduliflexales,Candidatus Moduliflexaceae,Candidatus Moduliflexus
bacterium UASB270,1499967,Candidatus Vecturithrix granuli,Candidatus Moduliflexota,Candidatus Vecturitrichia,Candidatus Vecturitrichales,Candidatus Vecturitrichaceae,Candidatus Vecturithrix
bacterium LF-3,1504823, ,na,na,na,na,na
Porphyromonadaceae COT-184_OH4590,1517682,Porphyromonadaceae bacterium COT-184 OH4590,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,na
bacterium YEK0313,1522316, ,na,na,na,na,na
bacterium SIT7,1522317,Nigerium massiliense,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Nigerium
Phaeodactylibacter xiamenensis,1524460, ,Bacteroidota,Saprospiria,Saprospirales,Haliscomenobacteraceae,Phaeodactylibacter
Candidatus Atelocyanobacterium,1453359, ,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,na
Rickettsiales bacterium,2026788, ,Pseudomonadota,Alphaproteobacteria,Rickettsiales,na,na
Thalassospira australica,1528106, ,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira
Kozakia baliensis,153496, ,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Kozakia
Sporocytophaga myxococcoides,153721, ,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga
Methylomonas denitrificans,1538553, ,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
Mollicutes bacterium,37628, ,Mycoplasmatota,Mollicutes,na,na,na
Xanthomonadaceae bacterium,1926873,Lysobacteraceae bacterium,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,na
Helicobacter sanguini,1548018,Helicobacter saguini,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
Sphingomonas taxi,1549858, ,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Sphingobacteriaceae bacterium,2021370, ,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,na
marine actinobacterium,193295, ,na,na,na,na,na
Flavobacteria bacterium,2044941,Flavobacteriia bacterium,Bacteroidota,Flavobacteriia,na,na,na
Magnetococcus marinus,1124597, ,Pseudomonadota,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus
Corynebacterium imitans,156978, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Kirrobacter mercurialis,1572751,Croceibacterium mercuriale,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceibacterium
Sphaerochaeta globosa,1131703, ,Spirochaetota,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Sphaerochaeta
Sphaerochaeta pleomorpha,1131707, ,Spirochaetota,Spirochaetia,Spirochaetales,Sphaerochaetaceae,Sphaerochaeta
Cedecea neteri,158822, ,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea
Dechloromonas aromatica,259537,Dechloromonas aromatica (nom. nud.),Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas
Desulfonatronum thiodismutans,159290, ,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfonatronaceae,Desulfonatronum
Burkholderia sacchari,159450,Paraburkholderia sacchari,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
Thiobacillus prosperus,160660,Acidihalobacter prosperus,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidihalobacter
Paenibacillus borealis,160799, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
Thermodesulfobacterium hydrogeniphilum,161156, ,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium
Corynebacterium camporealensis,161896, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Corynebacterium singulare,161899, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Crocosphaera watsonii,263511, ,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,Crocosphaera
Colwellia psychrerythraea,28229, ,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
Paenibacillus stellifer,169760, ,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
Brevibacterium linens,1703, ,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium
Oerskovia turbata,1713, ,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Oerskovia
Oceanobacillus picturae,171693, ,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus
Brevundimonas nasdae,172043, ,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Elizabethkingia miricola,172045, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia
Corynebacterium variabile,1727, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Eubacterium limosum,1736, ,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium
Streptococcus sinensis,176090, ,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Desulfobacterium autotrophicum,2296,Desulforapulum autotrophicum,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulforapulum
Desulfotalea psychrophila,84980, ,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfotalea
Acetobacter malorum,178901, ,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter
Oscillatoria nigro-viridis,482564, ,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Oscillatoria
Mycobacterium farcinogenes,1802,Mycolicibacterium farcinogenes,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium
Streptomonospora alba,183763, ,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Streptomonospora
Candidatus Baumannia,198346,Candidatus Palibaumannia,Pseudomonadota,Gammaproteobacteria,na,na,na
Actinoplanes utahensis,1869, ,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes
Alkalilimnicola ehrlichii,351052, ,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Alkalilimnicola
Streptomyces atratus,1893, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Bacillus aquimaris,189382,Rossellomorea aquimaris,Bacillota,Bacilli,Bacillales,Bacillaceae,Rossellomorea
Streptomyces fradiae,1906, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces glaucescens,1907, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Corynebacterium atypicum,191610, ,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium
Streptomyces scabiei,1930, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Streptomyces aureus,193461, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Chlorobium tepidum,1097,Chlorobaculum tepidum,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum
Haematobacter massiliensis,195105, ,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Haematobacter
Streptomyces sclerotialus,1957, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Burkholderia sordidicola,196367,Caballeronia sordidicola,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia
Streptomyces cellulosae,1968, ,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces
Thermosynechococcus elongatus,146786,Thermosynechococcus vestitus,Cyanobacteriota,Cyanophyceae,Acaryochloridales,Thermosynechococcaceae,Thermosynechococcus
Microtetraspora glauca,1996, ,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Microtetraspora
Streptosporangium amethystogenes,2002, ,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium
Campylobacter mucosalis,202, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
Actinobacillus equuli,718, ,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
Saccharophagus degradans,86304, ,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus
Trichodesmium erythraeum,1206, ,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Trichodesmium
Tannerella forsythia,28112, ,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella
Alteromonas marina,203795, ,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
Pimelobacter simplex,2045, ,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Pimelobacter
Sulfurihydrogenibium azorense,309806, ,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium
Candidatus Koribacter,658061,Candidatus Korobacter,Acidobacteriota,Terriglobia,Terriglobales,Candidatus Korobacteraceae,na
Herminiimonas arsenicoxydans,204773, ,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas
Neptuniibacter caesariensis,207954, ,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter
Amycolatopsis vancoresmycina,208444, ,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
Allokutzneria albata,211114, ,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria
Shewanella oneidensis,70863, ,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
Vibrio fortis,212667, ,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Halomonas campaniensis,213554, ,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
Ruminococcus champanellensis,1161942, ,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus
Pseudomonas rhizosphaerae,216142, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Croceibacter atlanticus,313588, ,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceibacter
Helicobacter muridarum,216, ,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter
Stenotrophomonas rhizophila,216778, ,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas
Bacillus vietnamensis,218284,Rossellomorea vietnamensis,Bacillota,Bacilli,Bacillales,Bacillaceae,Rossellomorea
Aeromonas simiae,218936, ,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
Jeotgalibacillus campisalis,220754, ,Bacillota,Bacilli,Bacillales,Caryophanaceae,Jeotgalibacillus
Treponema putidum,221027, ,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema
Oceanobacillus iheyensis,182710, ,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus
Mastigocladopsis repens,221287, ,Cyanobacteriota,Cyanophyceae,Nostocales,Symphyonemataceae,Mastigocladopsis
Mannheimia succiniciproducens,157673,[Mannheimia] succiniciproducens,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Basfia
Neorickettsia sennetsu,951, ,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia
Kocuria marina,223184, ,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Kocuria
Chromohalobacter japonicus,223900, ,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter
Aquifex aeolicus,63363, ,Aquificota,Aquificia,Aquificales,Aquificaceae,Aquifex
Shewanella piezotolerans,404011, ,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
Marinobacter adhaerens,1033846, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter
Pseudomonas batumici,226910, ,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Chlamydophila caviae,83557,Chlamydia caviae,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia
Nitrosomonas europaea,915, ,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas
